,question,answer
2983,"디지털콘텐츠학전공 교수님과 인터뷰를 진행하겠습니다.
                Q:디지털콘텐츠학전공 교수님 안녕하세요.
                A:네 안녕하세요. 디지털콘텐츠학전공 교수입니다.
                Q:질문이 있습니다. 이 학과에 대해 사람들이 갖는 편견이나 오해, 고정관념이 있다면 무엇일까요?
                A:","디지털콘텐츠가 무엇인지 잘 모르거나, 디지털콘텐츠가 단순히 1인 미디어 같은 영상이라고 생각하는 경우가 있습니다. 디지털콘텐츠는 영화, 방송, 광고, 애니메이션, 게임 등 메시지를 가진 모든 디지털영상을 포함하고 있습니다."
2984,"디지털콘텐츠학전공 교수님과 인터뷰를 진행하겠습니다.
                Q:디지털콘텐츠학전공 교수님 안녕하세요.
                A:네 안녕하세요. 디지털콘텐츠학전공 교수입니다.
                Q:질문이 있습니다. 이 학과를 선택하면 인생에 있어서 어떤 도움이 될까요?
                A:","오늘날 사회는 문화와 상상력에 기반한 지식 정보가 점차 더 중요해지는 사회로 발전하고 있습니다. 이러한 문화 중심의 사회에서 경쟁력의 핵심은 창의적 지식이며, 창조적인 콘텐츠 제작 역량 강화가 차세대 핵심 경쟁 요소라고 할 수 있습니다. 미래 사회에서는 이러한 창조적인 콘텐츠산업이 발전할 것이며, 이 학과를 선택한다면 앞으로의 창조적인 콘텐츠산업의 주역이 될 것입니다."
2985,"디지털콘텐츠학전공 교수님과 인터뷰를 진행하겠습니다.
                Q:디지털콘텐츠학전공 교수님 안녕하세요.
                A:네 안녕하세요. 디지털콘텐츠학전공 교수입니다.
                Q:질문이 있습니다. 이 학과를 지망하는 청소년에게 마지막으로 한마디 해주세요.
                A:","이 학과는 개인의 창의성과 열정을 발휘할 수 있는 잠재력을 자극하고, 성공의 열망을 실현할 수 있는 비전을 제공합니다. 단순히 기능인이 아니라 잠재된 개성과 젊은 열정을 발휘할 수 있는 열정적인 학과입니다. 디지털콘텐츠에 열정과 관심을 가지고 이러한 분야에서 자기의 능력을 마음껏 발휘하고 싶은 학생은 언제라도 지원해 주세요."
2986,"멀티미디어공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:멀티미디어공학과 교수님 안녕하세요.
                A:네 안녕하세요. 멀티미디어공학과 교수입니다.
                Q:질문이 있습니다. 이 학과(학부, 전공)가 무엇을 배우는지 쉽게 알려주세요.
                A:",멀티미디어공학은 다양한 디지털 콘텐츠 개발 능력을 배우는 학문입니다. 그리고 배운 전공 지식으로 일상생활에 다양한 디지털 콘텐츠 기술을 적용할 수 있도록 훈련합니다. 이를 위해서 프로그래밍 개발과 관련된 다양한 전공 기초 및 전문 교과목으로 배웁니다.
2987,"멀티미디어공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:멀티미디어공학과 교수님 안녕하세요.
                A:네 안녕하세요. 멀티미디어공학과 교수입니다.
                Q:질문이 있습니다. 어떤 분야를 좋아하거나 잘하는 사람이 이 학과에 적합할까요?
                A:","창조적인 아이디어를 기반으로 새로운 것을 만드는 것을 좋아하고, 새로운 변화에 맞추어 주도적으로 스스로 학습하는 자세가 중요합니다. 복잡한 개발 과정을 이해하고 배운 지식을 기반으로 응용할 수 있는 능력이 필요합니다."
2988,"멀티미디어공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:멀티미디어공학과 교수님 안녕하세요.
                A:네 안녕하세요. 멀티미디어공학과 교수입니다.
                Q:질문이 있습니다. 고등학교 때 어떤 교과목을 선택하면 도움이 될까요?
                A:","첫째로는 영어입니다. 많은 전공 교과목 및 관련 자료가 영어로 기술되어 있기 때문에 영문 책을 쉽게 읽을 수 있도록 준비를 해야 하며, 최근에는 동영상 및 콘퍼런스를 통해서도 학습하기 때문에 영어로 듣기, 말하기 능력도 중요합니다. 둘째로는 수학, 물리입니다. 실생활에서 벌어지는 다양한 현상을 멀티미디어로 재현하기 때문에 수학 및 물리 이론을 잘 이해하는 것이 전공과목의 이해도를 높일 수 있습니다."
2989,"멀티미디어공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:멀티미디어공학과 교수님 안녕하세요.
                A:네 안녕하세요. 멀티미디어공학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지원하는 청소년은 어떤 활동이나 준비를 하면 도움이 될까요?
                A:","새로운 것을 항상 만들기 때문에 다양한 경험이 필요하며, 창의적인 생각이 중요합니다. 그리고 학교에서는 영어, 수학, 물리 교과목을 열심히 배우는 것이 교과목 이수에 많은 도움이 됩니다. 그 밖에도 인터넷을 통해서 관련된 지식을 미리 쌓는 것도 도움이 될 수 있습니다."
2990,"멀티미디어공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:멀티미디어공학과 교수님 안녕하세요.
                A:네 안녕하세요. 멀티미디어공학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지원하는 청소년이 읽으면 학교 전공에 도움이 될만한 책이 있을까요?
                A:","창의적인 발상 기법에 관련된 서적, 프로그래밍 기초 서적, 많은 사람들과 소통 및 협업하기 위한 커뮤니케이션 서적을 읽으면 전공 공부를 하는 데 도움이 될 것 같습니다."
2991,"멀티미디어공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:멀티미디어공학과 교수님 안녕하세요.
                A:네 안녕하세요. 멀티미디어공학과 교수입니다.
                Q:질문이 있습니다. 이 학과에 입학하면 가장 중요한 공부는 어떤 내용인가요?
                A:",학생들은 프로그래밍 관련 교과목을 공부하고 다양한 소프트웨어 개발 지식 및 멀티미디어 기술을 배우고 있습니다. 특히 최근에는 인공지능의 중요성이 강조되면서 이를 이론적으로 학습하고 실습하는 과정도 중요해지고 있습니다. 졸업 때는 졸업 과제를 통해서 4년 동안 배운 지식을 활용해서 작품을 만들게 됩니다.
2992,"멀티미디어공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:멀티미디어공학과 교수님 안녕하세요.
                A:네 안녕하세요. 멀티미디어공학과 교수입니다.
                Q:질문이 있습니다. 이 학과에서 공부하는 학생들이 겪는 어려움은 어떤 점이 있나요?
                A:","고등학교까지는 배우지 못한 프로그래밍 관련 기술을 배우다 보니 영어를 처음 배울 때처럼 생소하고 어려운 점이 있지만, 많은 학생들이 다들 극복하고 전공 지식을 쌓고 있습니다. 그리고 영어 원서를 볼 경우도 있어서, 영어 실력이 부족한 학생들은 어려움을 겪고 있습니다."
2993,"멀티미디어공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:멀티미디어공학과 교수님 안녕하세요.
                A:네 안녕하세요. 멀티미디어공학과 교수입니다.
                Q:질문이 있습니다. 이 학과가 가진 특징이나 장점은 무엇인가요?
                A:",멀티미디어공학의 많은 기술이 다른 학문 분야와 융합되어 활용되는 특징이 있습니다. 예를 들어 불교 미술 복원을 위해서도 멀티미디어 기술을 활용할 수 있습니다. 새로운 시대에 요구되고 있는 기술에 맞추어 변화되는 특징이 있습니다.
2994,"멀티미디어공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:멀티미디어공학과 교수님 안녕하세요.
                A:네 안녕하세요. 멀티미디어공학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 졸업하면 어떤 분야(직업)에 많이 진출하나요?
                A:",학생들이 대부분 전문직을 원하기 때문에 여러 대기업이나 연구소에 취업하고 있습니다. 그중 일부는 게임 회사에 취업해서 게임 개발 업무를 수행하고 있습니다. 대학원을 진학하는 학생들은 다양한 전문 지식을 쌓아 연구소의 연구원이나 대학교수로 진출하고 있습니다.
2995,"멀티미디어공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:멀티미디어공학과 교수님 안녕하세요.
                A:네 안녕하세요. 멀티미디어공학과 교수입니다.
                Q:질문이 있습니다. 앞으로 이 학과의 전망은 어떤가요?
                A:","멀티미디어공학에서 다루는 기술은 다양하기 때문에 향후에는 적용 분야가 더욱 확대될 것으로 기대됩니다. 기술이 점차 다양화, 세분화될 것이므로, 대학교에서 전공 지식을 배우면서 자신의 길을 찾는 것이 필요합니다."
2996,"멀티미디어공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:멀티미디어공학과 교수님 안녕하세요.
                A:네 안녕하세요. 멀티미디어공학과 교수입니다.
                Q:질문이 있습니다. 이 학과의 전공분야에서 지금은 없지만 앞으로 새로 생기게 될 직업은 어떤 것들이 있을까요? 혹은 최근에 새롭게 생겨난 직업들이 있나요?
                A:","최근에는 예술 분야에 멀티미디어 기술이 적용되고 있습니다. 음악 작곡, 그림 그리기 등을 인공지능(AI)으로 생성하기 위한 기술이 개발되고 있습니다. 가까운 미래에는 다양한 예술 활동을 기계가 대체하는 날도 올 것으로 기대됩니다."
2997,"멀티미디어공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:멀티미디어공학과 교수님 안녕하세요.
                A:네 안녕하세요. 멀티미디어공학과 교수입니다.
                Q:질문이 있습니다. 이 학과에 대해 사람들이 갖는 편견이나 오해, 고정관념이 있다면 무엇일까요?
                A:","멀티미디어공학과는 이름이 유사한 학과들이 있기 때문에 본인이 배우고자 하는 내용이 맞는지 확인하는 것이 필요합니다. 멀티미디어공학에는 공학자로서 다양한 멀티미디어 기술을 개발하고, 이를 적용하기 위한 학문을 배웁니다. 유사한 학과에서는 공학자를 위한 교육이 아닌 그래픽 디자인, 영상 디자인 등의 교과목을 다루는 학과들도 있기 때문에 미리 교육과정을 확인하는 것이 필요합니다."
2998,"멀티미디어공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:멀티미디어공학과 교수님 안녕하세요.
                A:네 안녕하세요. 멀티미디어공학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 선택하면 인생에 있어서 어떤 도움이 될까요?
                A:","최근에는 소프트웨어의 중요성이 높아지고 있고, 특히 인공지능(AI)이 강조되는 시대입니다. 멀티미디어공학에서는 다양한 분야의 소프트웨어 기술과 인공지능을 배울 수 있기 때문에 다양한 분야에서 요구되는 인재로 활동할 수 있습니다."
2999,"멀티미디어공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:멀티미디어공학과 교수님 안녕하세요.
                A:네 안녕하세요. 멀티미디어공학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지망하는 청소년에게 마지막으로 한마디 해주세요.
                A:","최근에는 다양한 분야의 기술이 융합되어 새로운 제품 및 서비스를 개발하기 때문에 특정한 한 분야만 잘하는 것이 중요하지 않고, 다양한 기술을 골고루 학습하는 것이 중요합니다. 특히 새로운 기술 개발이 지속적으로 이루어지고 있기 때문에 새로운 것을 배우는 데 두려움을 가져서는 안 됩니다."
3000,"인터넷정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:인터넷정보과 교수님 안녕하세요.
                A:네 안녕하세요. 인터넷정보과 교수입니다.
                Q:질문이 있습니다. 이 학과(학부, 전공)가 무엇을 배우는지 쉽게 알려주세요.
                A:","최근 우리 사회 전반의 비대면화와 디지털 전환으로 4차 산업혁명 초연결?초지능 사회로 가속화되고 있습니다. 이 학과에서는 D·N·A(데이터·네트워크·인공지능), 게임콘텐츠, 가상현실/증강현실 콘텐츠, 원격 교육 콘텐츠, 보안 강화 콘텐츠 등을 배우고 있습니다."
3001,"인터넷정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:인터넷정보과 교수님 안녕하세요.
                A:네 안녕하세요. 인터넷정보과 교수입니다.
                Q:질문이 있습니다. 어떤 분야를 좋아하거나 잘하는 사람이 이 학과에 적합할까요?
                A:","인터넷을 비롯한 디지털 분야는 공학적 요소가 많이 들어가 있는데, 공학만을 위한 것보다 창의성을 중요시 하고 있습니다. 인문학적인 소양을 갖춘 학생들이 인문학적 상상력을 발휘하여 공학적 세상과 접목된다면 세상이 깜짝 놀란 작품들이 탄생할 것입니다. 제가 보기에는 융합적 사고가 필요한 학문인 것 같습니다."
3002,"인터넷정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:인터넷정보과 교수님 안녕하세요.
                A:네 안녕하세요. 인터넷정보과 교수입니다.
                Q:질문이 있습니다. 고등학교 때 어떤 교과목을 선택하면 도움이 될까요?
                A:","이 학과와 연계된 분야가 많아서 공학적 이해력이 풍부한 교과목(수학), 창의적 발상을 창조할 수 있는 교과목(과학), 가상현실 디자인에 흥미 있는 교과목(미술, 예술), 풍부한 이해력과 상상력이 있는 교과목(국어)을 선택하면 좋을 것 같습니다. 이 학과는 융?복합 학문으로 발전하고 있어서 하나의 과목을 좋아한다고 해서 해낼 수 있는 분야는 아닌 것 같습니다."
3003,"인터넷정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:인터넷정보과 교수님 안녕하세요.
                A:네 안녕하세요. 인터넷정보과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지원하는 청소년은 어떤 활동이나 준비를 하면 도움이 될까요?
                A:","‘요람에서 무덤’까지 디지털 세상에서 살아야 합니다. 정서적으로 안정된 활동을 하면 좋을 것 같습니다. 호기심이 들면 끝까지 고민하고 해결하는 활동도 필요할 것 같습니다. 인터넷정보과는 게임콘텐츠, 보안콘텐츠, 네트워크, 로봇 등 다양한 분야에서 일할 수 있습니다. 정서적으로 안정되지 못하면 사회악으로 발전을 할 수도 있기 때문에 정서적 안정을 찾을 수 있는 활동을 했으면 합니다."
3004,"인터넷정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:인터넷정보과 교수님 안녕하세요.
                A:네 안녕하세요. 인터넷정보과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지원하는 청소년이 읽으면 학교 전공에 도움이 될만한 책이 있을까요?
                A:","인터넷상으로는 사회적으로 문제를 일으키는 일이 종종 발생합니다. 공학적?창의적 접근에서 보는 것도 중요하지만, 사람의 기본인 도덕적, 윤리적, 정서적으로 안정된 책을 보면 좋겠습니다. 사람의 기본 균형이 갖추어진 후에 사람들에게 이로운 일을 할 수 있는 공학적, 창의적, 이해력에 도움을 줄 수 있는 학문에 접근하기를 바랍니다."
3005,"인터넷정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:인터넷정보과 교수님 안녕하세요.
                A:네 안녕하세요. 인터넷정보과 교수입니다.
                Q:질문이 있습니다. 이 학과에 입학하면 가장 중요한 공부는 어떤 내용인가요?
                A:","가장 중요한 공부는 창의성과 이해력인 것 같습니다. 개발자들의 모습을 보면 창의성과 독창성이 매우 풍부하고, 틀에 박힌 세상을 싫어하는 것 같습니다. 융합콘텐츠[코딩(자바, 파이썬), 기본적인 게임 이론, 네트워크 및 서버 보안, 앱 개발 등]를 배우고 디지털 일자리 분야에 취업할 수 있는 공부를 합니다."
3006,"인터넷정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:인터넷정보과 교수님 안녕하세요.
                A:네 안녕하세요. 인터넷정보과 교수입니다.
                Q:질문이 있습니다. 이 학과에서 공부하는 학생들이 겪는 어려움은 어떤 점이 있나요?
                A:","학생들은 보이는 것들에 대한 모방은 아주 잘합니다. 그러나 창의적이고 이해력이 필요한 부분은 부족한 것 같아요. 융합적인 학문으로 발전을 하다 보니 공부해야 할 내용이 많습니다. 쉽게 말해 파이썬 언어를 잘하면 코딩 개발자로 취업을 할 수 있을 것이라 생각하는데, 이를 기본으로 데이터베이스 연결, PIP(Python Installs Packages) 사용, GUI(Graphical User Interface) 프로그래밍, 크롤링(Crawling) 등을 융합하여 사용할 수 있는 방법을 배우는 것에 어려움을 느끼는 것 같습니다. 그러나 이런 것들이 어려운 것은 아니고, 충분히 잘할 수 있고 간단하게 이해하면 가능한 것들입니다."
3007,"인터넷정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:인터넷정보과 교수님 안녕하세요.
                A:네 안녕하세요. 인터넷정보과 교수입니다.
                Q:질문이 있습니다. 이 학과가 가진 특징이나 장점은 무엇인가요?
                A:","최근 디지털 세상으로 가속화가 될 것으로 생각합니다. 디지털 분야 일자리 창출로 프로그램개발자, 게임 콘텐츠, 가상현실, 보안, 인공지능, 빅데이터 등 사회의 모든 부문에서 비대면이 더욱 확대될 것으로 생각됩니다. 예를 들면 감염 차단을 위한 원격 수업, 화상회의, 재택근무, 원격의료시스템, 랜(LAN)선을 이용한 공연, 전자상거래 활성화 등 새로운 비즈니스 패턴이 빠르게 산업 구조에 진입하고 있습니다."
3008,"인터넷정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:인터넷정보과 교수님 안녕하세요.
                A:네 안녕하세요. 인터넷정보과 교수입니다.
                Q:질문이 있습니다. 이 학과를 졸업하면 어떤 분야(직업)에 많이 진출하나요?
                A:","최근 경제 분야에서 대면 산업이나 무역 등은 타격을 받을 수 있고, 비대면 산업은 새로운 기회를 얻을 것입니다. 산업 사회 전반이 변화를 추구하고 있어서 프로그램개발자, 게임 콘텐츠, 가상현실 콘텐츠, 보안, 인공지능, 로봇, 빅데이터, 온라인 교육 콘텐츠, 사물인터넷 등의 분야로 일자리 창출이 늘어날 것으로 생각됩니다."
3009,"인터넷정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:인터넷정보과 교수님 안녕하세요.
                A:네 안녕하세요. 인터넷정보과 교수입니다.
                Q:질문이 있습니다. 앞으로 이 학과의 전망은 어떤가요?
                A:","어떤 학문을 하든 열심히 한다면 전망이 없는 분야는 없다고 생각합니다. 누구나 적성이 맞고 열심히 노력하는 것이 중요하다고 생각해요. 인터넷정보과는 IT 세상이 가속화되어 가고 있는데 밑거름이 되는 학과입니다. 창의성이 풍부한 젊은 학생들이 창업에 도전해볼 만한 분야이기도 합니다. 요즘 개인 콘텐츠 개발로 인기를 누리는 사람들도 늘어나고 있습니다. 예로 포털, 소셜 미디어 업체, 클라우드 시스템, 보안 전문 업체 등 디지털 기업들이 산업 사회 전반으로 확대되고 있습니다."
3010,"인터넷정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:인터넷정보과 교수님 안녕하세요.
                A:네 안녕하세요. 인터넷정보과 교수입니다.
                Q:질문이 있습니다. 이 학과의 전공분야에서 지금은 없지만 앞으로 새로 생기게 될 직업은 어떤 것들이 있을까요? 혹은 최근에 새롭게 생겨난 직업들이 있나요?
                A:","5G가 디지털 전환의 거대한 촉매제가 될 것으로 예측을 하고 있습니다. 컴퓨터가 만들어 놓은 가상 세계인 가상현실(virtual reality), 현실 세계와 똑같은 사물?건물 등을 기반으로 만들어진 세계인 증강현실(artificial reality), VR소방관, VR경찰관, AR건축가, 1인 미디어 시대, 화상회의, 원격의료시스템, 인공지능 펀드매니저, 인공지능 의사, 노동의 변화로 로봇 등과 같은 산업의 발전이 가속화되고 있습니다."
3011,"인터넷정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:인터넷정보과 교수님 안녕하세요.
                A:네 안녕하세요. 인터넷정보과 교수입니다.
                Q:질문이 있습니다. 이 학과에 대해 사람들이 갖는 편견이나 오해, 고정관념이 있다면 무엇일까요?
                A:","방대한 양의 학문적 소양을 갖추거나 창업을 위한 창의적 발상이나 학문적 어려움이 많다고 생각을 합니다. 개인적인 생각으로는 시스템을 구성하는 것이 힘듭니다. 경제적인 비용 문제, 쉽게 현장 실무를 경험해 볼 수 없는 문제, 융합적인 시스템 환경을 배울 수 없는 문제 등으로 사람들이 어렵다는 생각을 갖게 됩니다."
3012,"인터넷정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:인터넷정보과 교수님 안녕하세요.
                A:네 안녕하세요. 인터넷정보과 교수입니다.
                Q:질문이 있습니다. 이 학과를 선택하면 인생에 있어서 어떤 도움이 될까요?
                A:","돈으로 인생의 성공 여부를 표현하면 안 됩니다. 세상에서 이전에도 최근 가장 멋지게 돈을 사용하는 사람들을 언론을 통해서 보곤 합니다. 여러분들이 멋진 인생을 살고 싶다면 한 번쯤 도전해 보십시오. 그 결과로 포털, 소셜 미디어 업체와 같은 수많은 기업들이 탄생할 것입니다."
3013,"인터넷정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:인터넷정보과 교수님 안녕하세요.
                A:네 안녕하세요. 인터넷정보과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지망하는 청소년에게 마지막으로 한마디 해주세요.
                A:","4차 산업혁명 시대는 초지능?초연결 시대에 적합한 사물인터넷(IoT)이나 인공지능, 디지털 기술, 바이오 기술 등 산업으로 발전을 이루고 있습니다. 인터넷정보과를 지원하는 학생 여러분들은 프로그래머, 네트워크엔지니어, 서버엔지니어, 정보보안전문가, 클라우드전문가로 성장하시기를 바랍니다. 필연적인 운명처럼 디지털 세상에서 창의적인 직업을 찾고, 창업을 하고, 어려움을 극복하면서 성공하기를 바랍니다."
3014,"농업경제학과 교수님과 인터뷰를 진행하겠습니다.
                Q:농업경제학과 교수님 안녕하세요.
                A:네 안녕하세요. 농업경제학과 교수입니다.
                Q:질문이 있습니다. 이 학과(학부, 전공)가 무엇을 배우는지 쉽게 알려주세요.
                A:","이 학과에서는 농업·농촌 문제뿐만 아니라 중요성이 커지고 있는 환경 및 기후 변화 문제에 관한 경제학적 해결 방안을 찾는 연구를 합니다. 변화하는 농업 환경에 능동적으로 대처하여 농촌과 농업인에 봉사하고 먹을거리의 안정적인 공급을 통해 국민 경제에 도움을 줄 수 있는 경제 정책들에 대해 공부합니다. 이를 위해 수학과 통계학, 계량 경제학 등의 학습을 통해 수리적 분석 능력을 함양하고, 기초 경제학 과목(미시 경제학, 거시 경제학 등)과 응용 분야 경제학 과목(생산 경제학, 유통 경제학, 환경 경제학, 토지 경제학, 자원 경제학 등) 강의를 통해 경제학 이론의 현실 문제에 대한 적용을 학습합니다."
3015,"농업경제학과 교수님과 인터뷰를 진행하겠습니다.
                Q:농업경제학과 교수님 안녕하세요.
                A:네 안녕하세요. 농업경제학과 교수입니다.
                Q:질문이 있습니다. 어떤 분야를 좋아하거나 잘하는 사람이 이 학과에 적합할까요?
                A:","치밀한 사고와 합리적 추론을 통한 문제 해결 방식을 즐기는 학생들에게 즐거운 학문이 될 것으로 생각합니다. 수학적 사유를 즐기며 경제학에서의 효율성을 중시하되, 한편으로는 인간에 대한 따뜻한 마음을 가지고 형평성 있는 사회 제도에 관심이 있으면 더욱 훌륭한 인재가 될 것으로 생각합니다. 학과 교육을 통해 보다 치밀한 논리력과 판단력을 가지고 훌륭한 품성으로 사회에 봉사할 수 있는 인재가 되기를 기대합니다."
3016,"농업경제학과 교수님과 인터뷰를 진행하겠습니다.
                Q:농업경제학과 교수님 안녕하세요.
                A:네 안녕하세요. 농업경제학과 교수입니다.
                Q:질문이 있습니다. 고등학교 때 어떤 교과목을 선택하면 도움이 될까요?
                A:","수학과 영어 과목이 기본이 되고 고등학교 경제학 과목도 기초를 쌓는 데 도움이 될 것입니다. 수학은 농업경제학의 기본이 되는 논리적 사고 능력을 배양하는 데 도움이 될 뿐만 아니라, 복잡한 이론들은 수학적 방법론을 차용하면 좀 더 명료하게 나타낼 수 있습니다. 영어는 북미나 영국 등 특정 나라가 쓰는 언어로서가 아니라, 수학과 마찬가지로 전 세계 연구자들의 소통의 도구로서 사용되고 있습니다. 고등학교 경제학은 농업경제학의 기본이 되는 시장의 원리와 작동 방식을 이해하는 데 도움이 되는 교과목입니다."
3017,"농업경제학과 교수님과 인터뷰를 진행하겠습니다.
                Q:농업경제학과 교수님 안녕하세요.
                A:네 안녕하세요. 농업경제학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지원하는 청소년은 어떤 활동이나 준비를 하면 도움이 될까요?
                A:","비단 학교에서 제공하는 일률적인 교과목뿐만 아니라 농업 및 자원·환경 분야 문제에 관한 관심을 가지고 사회과학 서적에 대한 체계적 독서 계획을 세우는 한편, 리더십·봉사·다양한 협력 경험을 통해 장래 희망에 대한 구체성과 열정을 가지는 것이 좋습니다."
3018,"농업경제학과 교수님과 인터뷰를 진행하겠습니다.
                Q:농업경제학과 교수님 안녕하세요.
                A:네 안녕하세요. 농업경제학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지원하는 청소년이 읽으면 학교 전공에 도움이 될만한 책이 있을까요?
                A:","다음과 같은 책들을 이 학과의 권장 도서로 추천합니다. - 『죽은 경제학자의 살아 있는 아이디어』 | 토드 부크홀츠 지음- 『슈퍼 괴짜경제학』 | 스티븐 레빗, 스티븐 더브너 지음- 『청소년을 위한 경제의 역사』 | 니콜라우스 피퍼 지음- 『한국의 농업 정책』 | 김병택 지음- 『총, 균, 쇠』 | 재레드 다이아몬드 지음- 『사피엔스』 | 유발 하라리 지음"
3019,"농업경제학과 교수님과 인터뷰를 진행하겠습니다.
                Q:농업경제학과 교수님 안녕하세요.
                A:네 안녕하세요. 농업경제학과 교수입니다.
                Q:질문이 있습니다. 이 학과에 입학하면 가장 중요한 공부는 어떤 내용인가요?
                A:","경제학원론I과 미시 경제 분석에서 개별 경제 주체들이 자신들의 효용과 이윤을 극대화하기 위한 의사 결정과정이 시장의 가격 신호에 반응하여 어떻게 효율적으로 시장의 균형을 이루게 되는지 배우게 됩니다. 또한 이들 이론을 경제수학, 경제통계학이나 응용계량경제학을 통해 자료와 수치에 적용하는 방법을 학습합니다. 거시경제학 또한 경제학에서 중요한 한 축을 이루고 있지만, 이 학과의 경우 미시경제학적 연구방법론을 통한 정책 분석에 보다 특화되어 있다고 말할 수 있습니다."
3020,"농업경제학과 교수님과 인터뷰를 진행하겠습니다.
                Q:농업경제학과 교수님 안녕하세요.
                A:네 안녕하세요. 농업경제학과 교수입니다.
                Q:질문이 있습니다. 이 학과에서 공부하는 학생들이 겪는 어려움은 어떤 점이 있나요?
                A:",일반적으로 문과의 학생들이 수학이나 통계에 대한 두려움을 가지고 있는 경우가 있습니다. 경제학이 반드시 복잡한 수학과 통계학을 알아야 하는 것은 아닙니다. 그러나 수학과 통계학적 이론들이 경제학 이론들을 보다 쉽게 표현하는 데 있어 매우 훌륭한 도구가 되기 때문에 이에 대한 준비를 잘할 수 있는 학생들에게 유리한 것이 사실입니다. 어려움을 느끼는 학생들도 교육과정에 따른 전공 및 관련 교양 수강을 통해 훌륭히 극복한 사례가 많습니다.
3021,"농업경제학과 교수님과 인터뷰를 진행하겠습니다.
                Q:농업경제학과 교수님 안녕하세요.
                A:네 안녕하세요. 농업경제학과 교수입니다.
                Q:질문이 있습니다. 이 학과가 가진 특징이나 장점은 무엇인가요?
                A:","지금은 통섭교육이 보편적 교육 형태가 되어 가고, 학제 간 연구의 중요성이 증대되고 있는 4차 산업혁명의 시대입니다. 농과대학에 뿌리를 두고 자연과학적 학문이 주를 이루고 있는 단과대학에 소속된 학과의 존재 자체가 통섭과 융합의 학문적 정체성을 방증합니다. 이 학과는 농업·농촌 및 식품 전후방 산업, 자원·환경 분야 등에 대한 미시경제학 이론 적용을 통한 자료 기반의 계량경제학적 실증 연구에 강점을 가지고 있습니다. 따라서 졸업 후 취업 시장에서 경제학 일반에 대한 지식이 요구되는 산업뿐만 아니라 특정 산업에 대한 이해도가 높은 학과 졸업생에 대해 추가적인 채용 수요가 있어 차별적 장점이 있습니다."
